identifier_name,filepath,line_number,start_index,end_index,violation_list
os,tdd/transformations/MailerProg.py,0,7,9,Number of Words;Short Identifier Name
re,tdd/transformations/MailerProg.py,1,7,9,Number of Words;Short Identifier Name
get_all_msgs,tdd/transformations/MailerProg.py,12,4,16,Number of Words
msgs,tdd/transformations/MailerProg.py,13,4,8,Number of Words;Short Identifier Name
msg_file_names,tdd/transformations/MailerProg.py,14,4,18,Number of Words
find_msg_files,tdd/transformations/MailerProg.py,14,21,35,Number of Words
msg_file_name,tdd/transformations/MailerProg.py,15,8,21,Number of Words
msg_file_names,tdd/transformations/MailerProg.py,15,25,39,Number of Words
msgs,tdd/transformations/MailerProg.py,16,8,12,Number of Words;Short Identifier Name
append,tdd/transformations/MailerProg.py,16,13,19,Number of Words;Short Identifier Name
parse_msg_file,tdd/transformations/MailerProg.py,16,20,34,Number of Words
msg_file_name,tdd/transformations/MailerProg.py,16,35,48,Number of Words
msgs,tdd/transformations/MailerProg.py,17,11,15,Number of Words;Short Identifier Name
find_msg_files,tdd/transformations/MailerProg.py,19,4,18,Number of Words
d,tdd/transformations/MailerProg.py,19,19,20,Number of Words
f,tdd/transformations/MailerProg.py,20,12,13,Number of Words;Short Identifier Name
f,tdd/transformations/MailerProg.py,20,18,19,Number of Words;Short Identifier Name
os,tdd/transformations/MailerProg.py,20,23,25,Number of Words;Short Identifier Name
listdir,tdd/transformations/MailerProg.py,20,26,33,Number of Words;Short Identifier Name
d,tdd/transformations/MailerProg.py,20,34,35,Number of Words
f,tdd/transformations/MailerProg.py,20,40,41,Number of Words;Short Identifier Name
endswith,tdd/transformations/MailerProg.py,20,42,50,Number of Words;Short Identifier Name
parse_msg_file,tdd/transformations/MailerProg.py,22,4,18,Number of Words
fname,tdd/transformations/MailerProg.py,22,19,24,Number of Words;Short Identifier Name
fp,tdd/transformations/MailerProg.py,23,4,6,Number of Words;Short Identifier Name
open,tdd/transformations/MailerProg.py,23,9,13,Number of Words;Short Identifier Name
fname,tdd/transformations/MailerProg.py,23,14,19,Number of Words;Short Identifier Name
reading_body,tdd/transformations/MailerProg.py,24,4,16,Number of Words
ffrom,tdd/transformations/MailerProg.py,25,4,9,Number of Words;Short Identifier Name
to,tdd/transformations/MailerProg.py,26,4,6,Number of Words;Short Identifier Name
cc,tdd/transformations/MailerProg.py,27,4,6,Number of Words;Short Identifier Name
tstamp,tdd/transformations/MailerProg.py,28,4,10,Number of Words;Short Identifier Name
mime,tdd/transformations/MailerProg.py,29,4,8,Number of Words;Short Identifier Name
body,tdd/transformations/MailerProg.py,30,4,8,Number of Words;Short Identifier Name
line,tdd/transformations/MailerProg.py,31,8,12,Number of Words;Short Identifier Name
fp,tdd/transformations/MailerProg.py,31,16,18,Number of Words;Short Identifier Name
readlines,tdd/transformations/MailerProg.py,31,19,28,Number of Words
reading_body,tdd/transformations/MailerProg.py,32,11,23,Number of Words
body,tdd/transformations/MailerProg.py,33,12,16,Number of Words;Short Identifier Name
line,tdd/transformations/MailerProg.py,33,20,24,Number of Words;Short Identifier Name
line,tdd/transformations/MailerProg.py,35,15,19,Number of Words;Short Identifier Name
startswith,tdd/transformations/MailerProg.py,35,20,30,Number of Words
to,tdd/transformations/MailerProg.py,36,16,18,Number of Words;Short Identifier Name
line,tdd/transformations/MailerProg.py,36,21,25,Number of Words;Short Identifier Name
len,tdd/transformations/MailerProg.py,36,26,29,Number of Words;Short Identifier Name
to,tdd/transformations/MailerProg.py,37,16,18,Number of Words;Short Identifier Name
__remove_newline_chars,tdd/transformations/MailerProg.py,37,21,43,Consecutive Underscores;Number of Words
to,tdd/transformations/MailerProg.py,37,44,46,Number of Words;Short Identifier Name
line,tdd/transformations/MailerProg.py,38,17,21,Number of Words;Short Identifier Name
startswith,tdd/transformations/MailerProg.py,38,22,32,Number of Words
ffrom,tdd/transformations/MailerProg.py,39,16,21,Number of Words;Short Identifier Name
line,tdd/transformations/MailerProg.py,39,24,28,Number of Words;Short Identifier Name
len,tdd/transformations/MailerProg.py,39,29,32,Number of Words;Short Identifier Name
ffrom,tdd/transformations/MailerProg.py,40,16,21,Number of Words;Short Identifier Name
__remove_newline_chars,tdd/transformations/MailerProg.py,40,24,46,Consecutive Underscores;Number of Words
ffrom,tdd/transformations/MailerProg.py,40,47,52,Number of Words;Short Identifier Name
line,tdd/transformations/MailerProg.py,41,17,21,Number of Words;Short Identifier Name
startswith,tdd/transformations/MailerProg.py,41,22,32,Number of Words
cc,tdd/transformations/MailerProg.py,42,16,18,Number of Words;Short Identifier Name
line,tdd/transformations/MailerProg.py,42,21,25,Number of Words;Short Identifier Name
len,tdd/transformations/MailerProg.py,42,26,29,Number of Words;Short Identifier Name
cc,tdd/transformations/MailerProg.py,43,16,18,Number of Words;Short Identifier Name
__remove_newline_chars,tdd/transformations/MailerProg.py,43,21,43,Consecutive Underscores;Number of Words
cc,tdd/transformations/MailerProg.py,43,44,46,Number of Words;Short Identifier Name
line,tdd/transformations/MailerProg.py,44,17,21,Number of Words;Short Identifier Name
startswith,tdd/transformations/MailerProg.py,44,22,32,Number of Words
tstamp,tdd/transformations/MailerProg.py,45,16,22,Number of Words;Short Identifier Name
line,tdd/transformations/MailerProg.py,45,25,29,Number of Words;Short Identifier Name
len,tdd/transformations/MailerProg.py,45,30,33,Number of Words;Short Identifier Name
tstamp,tdd/transformations/MailerProg.py,46,16,22,Number of Words;Short Identifier Name
__remove_newline_chars,tdd/transformations/MailerProg.py,46,25,47,Consecutive Underscores;Number of Words
tstamp,tdd/transformations/MailerProg.py,46,48,54,Number of Words;Short Identifier Name
line,tdd/transformations/MailerProg.py,47,17,21,Number of Words;Short Identifier Name
startswith,tdd/transformations/MailerProg.py,47,22,32,Number of Words
mime,tdd/transformations/MailerProg.py,48,16,20,Number of Words;Short Identifier Name
line,tdd/transformations/MailerProg.py,48,23,27,Number of Words;Short Identifier Name
len,tdd/transformations/MailerProg.py,48,28,31,Number of Words;Short Identifier Name
mime,tdd/transformations/MailerProg.py,49,16,20,Number of Words;Short Identifier Name
__remove_newline_chars,tdd/transformations/MailerProg.py,49,23,45,Consecutive Underscores;Number of Words
mime,tdd/transformations/MailerProg.py,49,46,50,Number of Words;Short Identifier Name
line,tdd/transformations/MailerProg.py,50,17,21,Number of Words;Short Identifier Name
startswith,tdd/transformations/MailerProg.py,50,22,32,Number of Words
reading_body,tdd/transformations/MailerProg.py,51,16,28,Number of Words
Msg,tdd/transformations/MailerProg.py,53,11,14,Capitalisation Anomaly
to,tdd/transformations/MailerProg.py,53,15,17,Number of Words;Short Identifier Name
to,tdd/transformations/MailerProg.py,53,18,20,Number of Words;Short Identifier Name
ffrom,tdd/transformations/MailerProg.py,53,22,27,Number of Words;Short Identifier Name
ffrom,tdd/transformations/MailerProg.py,53,28,33,Number of Words;Short Identifier Name
cc,tdd/transformations/MailerProg.py,53,35,37,Number of Words;Short Identifier Name
cc,tdd/transformations/MailerProg.py,53,38,40,Number of Words;Short Identifier Name
tstamp,tdd/transformations/MailerProg.py,53,42,48,Number of Words;Short Identifier Name
tstamp,tdd/transformations/MailerProg.py,53,49,55,Number of Words;Short Identifier Name
mime,tdd/transformations/MailerProg.py,53,57,61,Number of Words;Short Identifier Name
mime,tdd/transformations/MailerProg.py,53,62,66,Number of Words;Short Identifier Name
body,tdd/transformations/MailerProg.py,53,68,72,Number of Words;Short Identifier Name
body,tdd/transformations/MailerProg.py,53,73,77,Number of Words;Short Identifier Name
__remove_newline_chars,tdd/transformations/MailerProg.py,55,4,26,Consecutive Underscores;Number of Words
s,tdd/transformations/MailerProg.py,55,27,28,Number of Words;Short Identifier Name
s,tdd/transformations/MailerProg.py,56,4,5,Number of Words;Short Identifier Name
s,tdd/transformations/MailerProg.py,56,8,9,Number of Words;Short Identifier Name
replace,tdd/transformations/MailerProg.py,56,10,17,Number of Words;Short Identifier Name
s,tdd/transformations/MailerProg.py,57,4,5,Number of Words;Short Identifier Name
s,tdd/transformations/MailerProg.py,57,8,9,Number of Words;Short Identifier Name
replace,tdd/transformations/MailerProg.py,57,10,17,Number of Words;Short Identifier Name
s,tdd/transformations/MailerProg.py,58,11,12,Number of Words;Short Identifier Name
Msg,tdd/transformations/MailerProg.py,60,6,9,Capitalisation Anomaly
object,tdd/transformations/MailerProg.py,60,10,16,Number of Words;Short Identifier Name
__init__,tdd/transformations/MailerProg.py,61,8,16,Consecutive Underscores;External Underscores;Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,61,17,21,Number of Words;Short Identifier Name
ffrom,tdd/transformations/MailerProg.py,61,23,28,Number of Words;Short Identifier Name
to,tdd/transformations/MailerProg.py,61,33,35,Number of Words;Short Identifier Name
cc,tdd/transformations/MailerProg.py,61,40,42,Number of Words;Short Identifier Name
tstamp,tdd/transformations/MailerProg.py,61,47,53,Number of Words;Short Identifier Name
mime,tdd/transformations/MailerProg.py,61,58,62,Number of Words;Short Identifier Name
body,tdd/transformations/MailerProg.py,61,67,71,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,62,8,12,Number of Words;Short Identifier Name
ffrom,tdd/transformations/MailerProg.py,62,13,18,Number of Words;Short Identifier Name
ffrom,tdd/transformations/MailerProg.py,62,21,26,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,63,8,12,Number of Words;Short Identifier Name
to,tdd/transformations/MailerProg.py,63,13,15,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,64,8,12,Number of Words;Short Identifier Name
cc,tdd/transformations/MailerProg.py,64,13,15,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,65,8,12,Number of Words;Short Identifier Name
tstamp,tdd/transformations/MailerProg.py,65,13,19,Number of Words;Short Identifier Name
tstamp,tdd/transformations/MailerProg.py,65,22,28,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,66,8,12,Number of Words;Short Identifier Name
mime,tdd/transformations/MailerProg.py,66,13,17,Number of Words;Short Identifier Name
mime,tdd/transformations/MailerProg.py,66,20,24,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,67,8,12,Number of Words;Short Identifier Name
body,tdd/transformations/MailerProg.py,67,13,17,Number of Words;Short Identifier Name
body,tdd/transformations/MailerProg.py,67,20,24,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,68,8,12,Number of Words;Short Identifier Name
to,tdd/transformations/MailerProg.py,68,13,15,Number of Words;Short Identifier Name
re,tdd/transformations/MailerProg.py,68,18,20,Number of Words;Short Identifier Name
split,tdd/transformations/MailerProg.py,68,21,26,Number of Words;Short Identifier Name
to,tdd/transformations/MailerProg.py,68,35,37,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,69,17,21,Number of Words;Short Identifier Name
to,tdd/transformations/MailerProg.py,69,22,24,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,70,12,16,Number of Words;Short Identifier Name
to,tdd/transformations/MailerProg.py,70,17,19,Number of Words;Short Identifier Name
remove,tdd/transformations/MailerProg.py,70,20,26,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,71,8,12,Number of Words;Short Identifier Name
cc,tdd/transformations/MailerProg.py,71,13,15,Number of Words;Short Identifier Name
re,tdd/transformations/MailerProg.py,71,18,20,Number of Words;Short Identifier Name
split,tdd/transformations/MailerProg.py,71,21,26,Number of Words;Short Identifier Name
cc,tdd/transformations/MailerProg.py,71,35,37,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,72,17,21,Number of Words;Short Identifier Name
cc,tdd/transformations/MailerProg.py,72,22,24,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,73,12,16,Number of Words;Short Identifier Name
cc,tdd/transformations/MailerProg.py,73,17,19,Number of Words;Short Identifier Name
remove,tdd/transformations/MailerProg.py,73,20,26,Number of Words;Short Identifier Name
__str__,tdd/transformations/MailerProg.py,75,8,15,Consecutive Underscores;External Underscores;Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,75,16,20,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,82,15,19,Number of Words;Short Identifier Name
ffrom,tdd/transformations/MailerProg.py,82,20,25,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,82,27,31,Number of Words;Short Identifier Name
to,tdd/transformations/MailerProg.py,82,32,34,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,82,36,40,Number of Words;Short Identifier Name
cc,tdd/transformations/MailerProg.py,82,41,43,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,82,45,49,Number of Words;Short Identifier Name
mime,tdd/transformations/MailerProg.py,82,50,54,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,82,56,60,Number of Words;Short Identifier Name
tstamp,tdd/transformations/MailerProg.py,82,61,67,Number of Words;Short Identifier Name
self,tdd/transformations/MailerProg.py,82,69,73,Number of Words;Short Identifier Name
body,tdd/transformations/MailerProg.py,82,74,78,Number of Words;Short Identifier Name
__name__,tdd/transformations/MailerProg.py,87,17,25,Consecutive Underscores;External Underscores;Number of Words;Short Identifier Name
find_msg_files,tdd/transformations/MailerProg.py,88,10,24,Number of Words
xml,tdd/transformations/Msg2Xml.py,0,5,8,Number of Words;Short Identifier Name
etree,tdd/transformations/Msg2Xml.py,0,9,14,Number of Words;Short Identifier Name
ElementTree,tdd/transformations/Msg2Xml.py,0,15,26,Capitalisation Anomaly
Element,tdd/transformations/Msg2Xml.py,0,34,41,Capitalisation Anomaly
SubElement,tdd/transformations/Msg2Xml.py,0,43,53,Capitalisation Anomaly
Comment,tdd/transformations/Msg2Xml.py,0,55,62,Capitalisation Anomaly
tostring,tdd/transformations/Msg2Xml.py,0,64,72,Number of Words;Short Identifier Name
top,tdd/transformations/Msg2Xml.py,2,0,3,Number of Words;Short Identifier Name
Element,tdd/transformations/Msg2Xml.py,2,6,13,Capitalisation Anomaly
comment,tdd/transformations/Msg2Xml.py,4,0,7,Number of Words;Short Identifier Name
Comment,tdd/transformations/Msg2Xml.py,4,10,17,Capitalisation Anomaly
top,tdd/transformations/Msg2Xml.py,5,0,3,Number of Words;Short Identifier Name
append,tdd/transformations/Msg2Xml.py,5,4,10,Number of Words;Short Identifier Name
comment,tdd/transformations/Msg2Xml.py,5,11,18,Number of Words;Short Identifier Name
child,tdd/transformations/Msg2Xml.py,7,0,5,Number of Words;Short Identifier Name
SubElement,tdd/transformations/Msg2Xml.py,7,8,18,Capitalisation Anomaly
top,tdd/transformations/Msg2Xml.py,7,19,22,Number of Words;Short Identifier Name
child,tdd/transformations/Msg2Xml.py,8,0,5,Number of Words;Short Identifier Name
text,tdd/transformations/Msg2Xml.py,8,6,10,Number of Words;Short Identifier Name
child_with_tail,tdd/transformations/Msg2Xml.py,10,0,15,Number of Words
SubElement,tdd/transformations/Msg2Xml.py,10,18,28,Capitalisation Anomaly
top,tdd/transformations/Msg2Xml.py,10,29,32,Number of Words;Short Identifier Name
child_with_tail,tdd/transformations/Msg2Xml.py,11,0,15,Number of Words
text,tdd/transformations/Msg2Xml.py,11,16,20,Number of Words;Short Identifier Name
child_with_tail,tdd/transformations/Msg2Xml.py,12,0,15,Number of Words
tail,tdd/transformations/Msg2Xml.py,12,16,20,Number of Words;Short Identifier Name
child_with_entity_ref,tdd/transformations/Msg2Xml.py,14,0,21,Number of Words
SubElement,tdd/transformations/Msg2Xml.py,14,24,34,Capitalisation Anomaly
top,tdd/transformations/Msg2Xml.py,14,35,38,Number of Words;Short Identifier Name
child_with_entity_ref,tdd/transformations/Msg2Xml.py,15,0,21,Number of Words
text,tdd/transformations/Msg2Xml.py,15,22,26,Number of Words;Short Identifier Name
tostring,tdd/transformations/Msg2Xml.py,17,6,14,Number of Words;Short Identifier Name
top,tdd/transformations/Msg2Xml.py,17,15,18,Number of Words;Short Identifier Name
unittest,tdd/transformations/TestMailerProg.py,0,7,15,Number of Words;Short Identifier Name
MailerProg,tdd/transformations/TestMailerProg.py,1,7,17,Capitalisation Anomaly
os,tdd/transformations/TestMailerProg.py,2,7,9,Number of Words;Short Identifier Name
TestMailerProg,tdd/transformations/TestMailerProg.py,4,6,20,Capitalisation Anomaly
unittest,tdd/transformations/TestMailerProg.py,4,21,29,Number of Words;Short Identifier Name
TestCase,tdd/transformations/TestMailerProg.py,4,30,38,Capitalisation Anomaly
setUp,tdd/transformations/TestMailerProg.py,6,8,13,Short Identifier Name
self,tdd/transformations/TestMailerProg.py,6,14,18,Number of Words;Short Identifier Name
super,tdd/transformations/TestMailerProg.py,7,8,13,Number of Words;Short Identifier Name
TestMailerProg,tdd/transformations/TestMailerProg.py,7,14,28,Capitalisation Anomaly
self,tdd/transformations/TestMailerProg.py,7,30,34,Number of Words;Short Identifier Name
setUp,tdd/transformations/TestMailerProg.py,7,36,41,Short Identifier Name
tearDown,tdd/transformations/TestMailerProg.py,9,8,16,Short Identifier Name
self,tdd/transformations/TestMailerProg.py,9,17,21,Number of Words;Short Identifier Name
super,tdd/transformations/TestMailerProg.py,10,8,13,Number of Words;Short Identifier Name
TestMailerProg,tdd/transformations/TestMailerProg.py,10,14,28,Capitalisation Anomaly
self,tdd/transformations/TestMailerProg.py,10,30,34,Number of Words;Short Identifier Name
tearDown,tdd/transformations/TestMailerProg.py,10,36,44,Short Identifier Name
test_find_msg_files,tdd/transformations/TestMailerProg.py,12,8,27,Number of Words
self,tdd/transformations/TestMailerProg.py,12,28,32,Number of Words;Short Identifier Name
fqn,tdd/transformations/TestMailerProg.py,13,8,11,Number of Words;Short Identifier Name
os,tdd/transformations/TestMailerProg.py,13,14,16,Number of Words;Short Identifier Name
path,tdd/transformations/TestMailerProg.py,13,17,21,Number of Words;Short Identifier Name
abspath,tdd/transformations/TestMailerProg.py,13,22,29,Number of Words;Short Identifier Name
__file__,tdd/transformations/TestMailerProg.py,13,30,38,Consecutive Underscores;External Underscores;Number of Words;Short Identifier Name
msg_files,tdd/transformations/TestMailerProg.py,14,8,17,Number of Words
MailerProg,tdd/transformations/TestMailerProg.py,14,20,30,Capitalisation Anomaly
find_msg_files,tdd/transformations/TestMailerProg.py,14,31,45,Number of Words
fqn,tdd/transformations/TestMailerProg.py,14,46,49,Number of Words;Short Identifier Name
fqn,tdd/transformations/TestMailerProg.py,14,52,55,Number of Words;Short Identifier Name
rfind,tdd/transformations/TestMailerProg.py,14,56,61,Number of Words;Short Identifier Name
self,tdd/transformations/TestMailerProg.py,15,8,12,Number of Words;Short Identifier Name
len,tdd/transformations/TestMailerProg.py,15,28,31,Number of Words;Short Identifier Name
msg_files,tdd/transformations/TestMailerProg.py,15,32,41,Number of Words
self,tdd/transformations/TestMailerProg.py,16,8,12,Number of Words;Short Identifier Name
msg_files,tdd/transformations/TestMailerProg.py,16,40,49,Number of Words
self,tdd/transformations/TestMailerProg.py,17,8,12,Number of Words;Short Identifier Name
msg_files,tdd/transformations/TestMailerProg.py,17,40,49,Number of Words
self,tdd/transformations/TestMailerProg.py,18,8,12,Number of Words;Short Identifier Name
msg_files,tdd/transformations/TestMailerProg.py,18,40,49,Number of Words
self,tdd/transformations/TestMailerProg.py,19,8,12,Number of Words;Short Identifier Name
msg_files,tdd/transformations/TestMailerProg.py,19,40,49,Number of Words
self,tdd/transformations/TestMailerProg.py,20,8,12,Number of Words;Short Identifier Name
msg_files,tdd/transformations/TestMailerProg.py,20,40,49,Number of Words
test_parse_msg_file,tdd/transformations/TestMailerProg.py,22,8,27,Number of Words
self,tdd/transformations/TestMailerProg.py,22,28,32,Number of Words;Short Identifier Name
fqn,tdd/transformations/TestMailerProg.py,23,8,11,Number of Words;Short Identifier Name
os,tdd/transformations/TestMailerProg.py,23,14,16,Number of Words;Short Identifier Name
path,tdd/transformations/TestMailerProg.py,23,17,21,Number of Words;Short Identifier Name
abspath,tdd/transformations/TestMailerProg.py,23,22,29,Number of Words;Short Identifier Name
__file__,tdd/transformations/TestMailerProg.py,23,30,38,Consecutive Underscores;External Underscores;Number of Words;Short Identifier Name
curr_dir,tdd/transformations/TestMailerProg.py,24,8,16,Number of Words;Short Identifier Name
fqn,tdd/transformations/TestMailerProg.py,24,19,22,Number of Words;Short Identifier Name
fqn,tdd/transformations/TestMailerProg.py,24,25,28,Number of Words;Short Identifier Name
rfind,tdd/transformations/TestMailerProg.py,24,29,34,Number of Words;Short Identifier Name
msg,tdd/transformations/TestMailerProg.py,25,8,11,Number of Words;Short Identifier Name
MailerProg,tdd/transformations/TestMailerProg.py,25,14,24,Capitalisation Anomaly
parse_msg_file,tdd/transformations/TestMailerProg.py,25,25,39,Number of Words
os,tdd/transformations/TestMailerProg.py,25,40,42,Number of Words;Short Identifier Name
path,tdd/transformations/TestMailerProg.py,25,43,47,Number of Words;Short Identifier Name
join,tdd/transformations/TestMailerProg.py,25,48,52,Number of Words;Short Identifier Name
curr_dir,tdd/transformations/TestMailerProg.py,25,53,61,Number of Words;Short Identifier Name
self,tdd/transformations/TestMailerProg.py,26,8,12,Number of Words;Short Identifier Name
msg,tdd/transformations/TestMailerProg.py,26,25,28,Number of Words;Short Identifier Name
to,tdd/transformations/TestMailerProg.py,26,29,31,Number of Words;Short Identifier Name
__name__,tdd/transformations/TestMailerProg.py,29,3,11,Consecutive Underscores;External Underscores;Number of Words;Short Identifier Name
unittest,tdd/transformations/TestMailerProg.py,30,4,12,Number of Words;Short Identifier Name
main,tdd/transformations/TestMailerProg.py,30,13,17,Number of Words;Short Identifier Name
urllib2,tdd/transformations/VerifyServers.py,0,7,14,Number of Words;Short Identifier Name
servers,tdd/transformations/VerifyServers.py,2,0,7,Number of Words;Short Identifier Name
server,tdd/transformations/VerifyServers.py,4,4,10,Number of Words;Short Identifier Name
servers,tdd/transformations/VerifyServers.py,4,14,21,Number of Words;Short Identifier Name
urllib,tdd/transformations/VerifyServers.py,6,8,14,Number of Words;Short Identifier Name
urlopen,tdd/transformations/VerifyServers.py,6,15,22,Number of Words;Short Identifier Name
server,tdd/transformations/VerifyServers.py,6,23,29,Number of Words;Short Identifier Name
urllib2,tdd/transformations/VerifyServers.py,7,11,18,Number of Words;Short Identifier Name
HTTPError,tdd/transformations/VerifyServers.py,7,19,28,Capitalisation Anomaly
e,tdd/transformations/VerifyServers.py,7,30,31,Number of Words
send_mail,tdd/transformations/VerifyServers.py,8,8,17,Number of Words
e,tdd/transformations/VerifyServers.py,8,18,19,Number of Words
urllib2,tdd/transformations/VerifyServers.py,9,11,18,Number of Words;Short Identifier Name
URLError,tdd/transformations/VerifyServers.py,9,19,27,Capitalisation Anomaly
e,tdd/transformations/VerifyServers.py,9,29,30,Number of Words
send_mail,tdd/transformations/VerifyServers.py,10,8,17,Number of Words
e,tdd/transformations/VerifyServers.py,10,18,19,Number of Words
send_mail,tdd/transformations/VerifyServers.py,12,4,13,Number of Words
e,tdd/transformations/VerifyServers.py,12,14,15,Number of Words
